,JJ Width (top electrode),X-Coordinate,Y-Coordinate,Conductance (2W) [uS]
1455,92,-4.94,5.395,48.2813239
1456,100,-4.44,5.395,85.2253337
1457,108,-3.94,5.395,47.0897561
1458,116,-3.44,5.395,9.9E+40
1459,124,-2.94,5.395,99.4293821
1460,132,-4.94,4.895,144.537775
1461,140,-4.44,4.895,131.525481
1462,148,,,
1463,156,-3.44,4.895,164.371163
1464,164,-2.94,4.895,144.002394
1465,172,-4.94,4.395,180.893886
1466,180,-4.44,4.395,169.181791
1467,188,-3.94,4.395,155.260446
1468,196,-3.44,4.395,187.724995
1469,204,-2.94,4.395,174.419936
1470,212,-4.94,3.895,213.962469
1471,220,-4.44,3.895,166.556971
1472,228,,,
1473,236,-3.44,3.895,237.519139
1474,244,-2.94,3.895,192.628661
1475,52,-2.44,5.895,
1476,60,-1.94,5.895,
1477,68,-1.44,5.895,
1478,76,-0.94,5.895,
1479,84,-0.44,5.895,
1480,92,-2.44,5.395,
1481,100,,,
1482,108,-1.44,5.395,
1483,116,,,
1484,124,-0.44,5.395,
1485,132,-2.44,4.895,
1486,140,-1.94,4.895,
1487,148,-1.44,4.895,
1488,156,-0.94,4.895,
1489,164,-0.44,4.895,
1490,172,-2.44,4.395,
1491,180,,,
1492,188,-1.44,4.395,
1493,196,,,
1494,204,-0.44,4.395,
1495,212,-2.44,3.895,
1496,220,-1.94,3.895,
1497,228,-1.44,3.895,
1498,236,-0.94,3.895,
1499,244,-0.44,3.895,
1500,52,-12.44,3.395,61.0456352
1501,60,-11.94,3.395,55.8934777
1502,68,-11.44,3.395,48.3468315
1503,76,-10.94,3.395,91.0900792
1504,84,-10.44,3.395,73.5324108
1505,92,-12.44,2.895,93.8817787
1506,100,,,
1507,108,-11.44,2.895,82.2737922
1508,116,-10.94,2.895,110.096918
1509,124,-10.44,2.895,99.2752871
1510,132,-12.44,2.395,131.963614
1511,140,-11.94,2.395,105.481394
1512,148,-11.44,2.395,116.529555
1513,156,-10.94,2.395,9.9E+40
1514,164,-10.44,2.395,133.84091
1515,172,-12.44,1.895,172.568484
1516,180,-11.94,1.895,157.537781
1517,188,-11.44,1.895,150.024608
1518,196,-10.94,1.895,193.92977
1519,204,-10.44,1.895,180.241428
1520,212,-12.44,1.395,201.504335
1521,220,-11.94,1.395,173.246412
1522,228,-11.44,1.395,161.887041
1523,236,-10.94,1.395,223.627993
1524,244,-10.44,1.395,194.398397
1525,52,-9.94,3.395,48.4885663
1526,60,,,
1527,68,-8.94,3.395,52.4489157
1528,76,-8.44,3.395,68.2394187
1529,84,-7.94,3.395,94.8473826
1530,92,-9.94,2.895,78.6426126
1531,100,-9.44,2.895,102.576827
1532,108,-8.94,2.895,87.8242687
1533,116,-8.44,2.895,84.8374726
1534,124,-7.94,2.895,111.1465
1535,132,-9.94,2.395,114.880999
1536,140,-9.44,2.395,136.331272
1537,148,-8.94,2.395,117.036436
1538,156,-8.44,2.395,139.189094
1539,164,-7.94,2.395,146.152245
1540,172,,,
1541,180,-9.44,1.895,173.163811
1542,188,-8.94,1.895,153.901264
1543,196,-8.44,1.895,177.081225
1544,204,-7.94,1.895,199.302455
1545,212,-9.94,1.395,177.849079
1546,220,-9.44,1.395,224.351011
1547,228,,,
1548,236,-8.44,1.395,174.021008
1549,244,-7.94,1.395,223.400864
1550,52,-7.44,3.395,3.96320124
1551,60,-6.94,3.395,51.3191558
1552,68,-6.44,3.395,76.1170229
1553,76,-5.94,3.395,77.0641189
1554,84,-5.44,3.395,74.5999209
1555,92,-7.44,2.895,85.5946628
1556,100,-6.94,2.895,83.3814947
1557,108,-6.44,2.895,104.326148
1558,116,-5.94,2.895,103.141542
1559,124,-5.44,2.895,109.597797
1560,132,-7.44,2.395,117.475735
1561,140,-6.94,2.395,125.71159
1562,148,-6.44,2.395,136.537489
1563,156,-5.94,2.395,139.845652
1564,164,-5.44,2.395,140.808322
1565,172,-7.44,1.895,154.223331
1566,180,-6.94,1.895,156.313845
1567,188,-6.44,1.895,182.032699
1568,196,-5.94,1.895,185.441569
1569,204,-5.44,1.895,189.050329
1570,212,-7.44,1.395,168.177327
1571,220,-6.94,1.395,163.963115
1572,228,-6.44,1.395,217.184016
1573,236,-5.94,1.395,194.189486
1574,244,-5.44,1.395,203.253848
1575,52,,,
1576,60,-4.44,3.395,59.2915479
1577,68,-3.94,3.395,51.3476592
1578,76,-3.44,3.395,86.3985799
1579,84,-2.94,3.395,68.2064707
1580,92,-4.94,2.895,97.2690964
1581,100,-4.44,2.895,89.300605
1582,108,,,
1583,116,-3.44,2.895,100.995642
1584,124,-2.94,2.895,95.8934446
1585,132,-4.94,2.395,136.243331
1586,140,-4.44,2.395,120.387608
1587,148,-3.94,2.395,119.012117
1588,156,-3.44,2.395,137.82477
1589,164,-2.94,2.395,118.308741
1590,172,-4.94,1.895,173.859728
1591,180,-4.44,1.895,160.063272
1592,188,-3.94,1.895,156.262014
1593,196,-3.44,1.895,194.847689
1594,204,,,
1595,212,-4.94,1.395,231.719952
1596,220,-4.44,1.395,183.809799
1597,228,-3.94,1.395,168.636808
1598,236,-3.44,1.395,242.025126
1599,244,-2.94,1.395,202.930424
1600,52,-2.44,3.395,51.149545
1601,60,,,
1602,68,-1.44,3.395,57.6866814
1603,76,,,
1604,84,-0.44,3.395,79.6705605
1605,92,-2.44,2.895,81.9225855
1606,100,-1.94,2.895,105.286996
1607,108,-1.44,2.895,92.2898887
1608,116,-0.94,2.895,109.483197
1609,124,-0.44,2.895,94.4120027
1610,132,-2.44,2.395,117.173574
1611,140,,,
1612,148,-1.44,2.395,120.830367
1613,156,-0.94,2.395,140.155452
1614,164,-0.44,2.395,139.733376
1615,172,-2.44,1.895,155.082076
1616,180,-1.94,1.895,158.730231
1617,188,-1.44,1.895,138.344031
1618,196,-0.94,1.895,168.850268
1619,204,-0.44,1.895,142.221735
1620,212,-2.44,1.395,165.378937
1621,220,-1.94,1.395,221.715051
1622,228,-1.44,1.395,179.085648
1623,236,-0.94,1.395,173.888355
1624,244,-0.44,1.395,186.01939
1625,52,-12.44,0.895,
1626,60,,,
1627,68,-11.44,0.895,
1628,76,-10.94,0.895,
1629,84,,,
1630,92,-12.44,0.395,
1631,100,-11.94,0.395,
1632,108,-11.44,0.395,
1633,116,-10.94,0.395,
1634,124,-10.44,0.395,
1635,132,-12.44,-0.105,
1636,140,-11.94,-0.105,
1637,148,,,
1638,156,-10.94,-0.105,
1639,164,-10.44,-0.105,
1640,172,-12.44,-0.605,
1641,180,-11.94,-0.605,
1642,188,-11.44,-0.605,
1643,196,,,
1644,204,-10.44,-0.605,
1645,212,-12.44,-1.105,
1646,220,-11.94,-1.105,
1647,228,,,
1648,236,-10.94,-1.105,
1649,244,-10.44,-1.105,
1650,52,-9.94,0.895,46.1166056
1651,60,-9.44,0.895,67.7122445
1652,68,-8.94,0.895,49.8861066
1653,76,-8.44,0.895,9.9E+40
1654,84,-7.94,0.895,9.9E+40
1655,92,-9.94,0.395,76.0608879
1656,100,-9.44,0.395,94.8397539
1657,108,,,
1658,116,-8.44,0.395,92.1047408
1659,124,-7.94,0.395,126.098623
1660,132,,,
1661,140,-9.44,-0.105,131.813133
1662,148,-8.94,-0.105,109.636396
1663,156,-8.44,-0.105,128.604081
1664,164,-7.94,-0.105,154.413348
1665,172,-9.94,-0.605,150.458181
1666,180,-9.44,-0.605,171.399953
1667,188,-8.94,-0.605,156.296295
1668,196,,,
1669,204,-7.94,-0.605,191.998385
1670,212,-9.94,-1.105,170.819809
1671,220,-9.44,-1.105,195.722554
1672,228,-8.94,-1.105,179.789288
1673,236,-8.44,-1.105,106.758578
1674,244,-7.94,-1.105,229.396168
1675,52,-7.44,0.895,53.863238
1676,60,-6.94,0.895,53.2843169
1677,68,-6.44,0.895,67.2984563
1678,76,-5.94,0.895,67.3275133
1679,84,-5.44,0.895,72.2576027
1680,92,-7.44,0.395,85.5177293
1681,100,-6.94,0.395,84.9031912
1682,108,-6.44,0.395,87.2057008
1683,116,-5.94,0.395,100.066687
1684,124,,,
1685,132,,,
1686,140,-6.94,-0.105,111.418567
1687,148,-6.44,-0.105,122.72926
1688,156,-5.94,-0.105,125.319355
1689,164,-5.44,-0.105,123.396075
1690,172,,,
1691,180,-6.94,-0.605,151.983738
1692,188,-6.44,-0.605,183.932136
1693,196,-5.94,-0.605,153.05925
1694,204,-5.44,-0.605,171.851341
1695,212,-7.44,-1.105,192.037168
1696,220,-6.94,-1.105,179.38721
1697,228,-6.44,-1.105,218.83564
1698,236,-5.94,-1.105,211.39545
1699,244,-5.44,-1.105,216.676063
1700,52,-4.94,0.895,72.8258533
1701,60,-4.44,0.895,4.50742332
1702,68,-3.94,0.895,
1703,76,,,
1704,84,-2.94,0.895,74.0775049
1705,92,-4.94,0.395,96.4324218
1706,100,-4.44,0.395,80.3335038
1707,108,-3.94,0.395,86.0956627
1708,116,-3.44,0.395,115.583025
1709,124,,,
1710,132,-4.94,-0.105,132.251609
1711,140,-4.44,-0.105,112.053837
1712,148,-3.94,-0.105,110.852548
1713,156,-3.44,-0.105,144.035324
1714,164,-2.94,-0.105,132.673435
1715,172,,,
1716,180,-4.44,-0.605,140.599958
1717,188,-3.94,-0.605,153.737847
1718,196,-3.44,-0.605,181.752529
1719,204,-2.94,-0.605,155.937389
1720,212,-4.94,-1.105,217.519197
1721,220,-4.44,-1.105,183.510483
1722,228,,,
1723,236,-3.44,-1.105,205.902602
1724,244,-2.94,-1.105,201.486262
1725,52,-2.44,0.895,57.9577624
1726,60,,,
1727,68,-1.44,0.895,62.1053496
1728,76,-0.94,0.895,73.2850814
1729,84,-0.44,0.895,72.42117
1730,92,-2.44,0.395,91.983093
1731,100,-1.94,0.395,94.475344
1732,108,-1.44,0.395,86.7843957
1733,116,-0.94,0.395,103.244837
1734,124,-0.44,0.395,111.628994
1735,132,-2.44,-0.105,116.201061
1736,140,-1.94,-0.105,125.007765
1737,148,-1.44,-0.105,112.280831
1738,156,-0.94,-0.105,130.988761
1739,164,-0.44,-0.105,133.868823
1740,172,-2.44,-0.605,154.425004
1741,180,-1.94,-0.605,162.668572
1742,188,-1.44,-0.605,145.759587
1743,196,-0.94,-0.605,161.817046
1744,204,-0.44,-0.605,159.477835
1745,212,-2.44,-1.105,173.246068
1746,220,-1.94,-1.105,199.862222
1747,228,-1.44,-1.105,190.568259
1748,236,-0.94,-1.105,217.439427
1749,244,-0.44,-1.105,204.917132
1750,52,-12.44,-1.605,
1751,60,-11.94,-1.605,
1752,68,-11.44,-1.605,
1753,76,-10.94,-1.605,
1754,84,-10.44,-1.605,
1755,92,-12.44,-2.105,
1756,100,-11.94,-2.105,
1757,108,,,
1758,116,,,
1759,124,-10.44,-2.105,
1760,132,-12.44,-2.605,
1761,140,-11.94,-2.605,
1762,148,-11.44,-2.605,
1763,156,-10.94,-2.605,
1764,164,,,
1765,172,,,
1766,180,,,
1767,188,-11.44,-3.105,
1768,196,-10.94,-3.105,
1769,204,-10.44,-3.105,
1770,212,,,
1771,220,-11.94,-3.605,
1772,228,-11.44,-3.605,
1773,236,-10.94,-3.605,
1774,244,-10.44,-3.605,
1775,52,-9.94,-1.605,52.742178
1776,60,-9.44,-1.605,57.5061817
1777,68,-8.94,-1.605,56.9182028
1778,76,-8.44,-1.605,57.0339485
1779,84,,,
1780,92,-9.94,-2.105,87.5321405
1781,100,-9.44,-2.105,98.92582
1782,108,-8.94,-2.105,9.9E+40
1783,116,-8.44,-2.105,102.114449
1784,124,-7.94,-2.105,113.508687
1785,132,-9.94,-2.605,103.478005
1786,140,-9.44,-2.605,124.709117
1787,148,-8.94,-2.605,105.000911
1788,156,-8.44,-2.605,125.83994
1789,164,-7.94,-2.605,140.685618
1790,172,-9.94,-3.105,137.579252
1791,180,-9.44,-3.105,157.23109
1792,188,-8.94,-3.105,133.90115
1793,196,-8.44,-3.105,149.304432
1794,204,,,
1795,212,-9.94,-3.605,174.10379
1796,220,-9.44,-3.605,202.577873
1797,228,-8.94,-3.605,166.264443
1798,236,-8.44,-3.605,176.540345
1799,244,-7.94,-3.605,220.757562
1800,52,,,
1801,60,-6.94,-1.605,55.5631598
1802,68,-6.44,-1.605,74.061374
1803,76,-5.94,-1.605,75.1104258
1804,84,-5.44,-1.605,75.1354546
1805,92,-7.44,-2.105,91.7941511
1806,100,-6.94,-2.105,83.1365955
1807,108,-6.44,-2.105,101.46782
1808,116,-5.94,-2.105,100.094877
1809,124,-5.44,-2.105,101.975646
1810,132,-7.44,-2.605,116.816515
1811,140,-6.94,-2.605,112.834864
1812,148,-6.44,-2.605,125.842181
1813,156,-5.94,-2.605,130.250558
1814,164,-5.44,-2.605,131.180019
1815,172,-7.44,-3.105,146.114147
1816,180,-6.94,-3.105,135.373702
1817,188,-6.44,-3.105,164.841222
1818,196,-5.94,-3.105,162.296395
1819,204,-5.44,-3.105,178.003352
1820,212,-7.44,-3.605,160.896421
1821,220,-6.94,-3.605,180.284803
1822,228,-6.44,-3.605,213.671246
1823,236,-5.94,-3.605,179.606066
1824,244,-5.44,-3.605,202.03077
1825,52,-4.94,-1.605,
1826,60,-4.44,-1.605,
1827,68,-3.94,-1.605,
1828,76,-3.44,-1.605,
1829,84,-2.94,-1.605,
1830,92,-4.94,-2.105,
1831,100,,,
1832,108,-3.94,-2.105,
1833,116,-3.44,-2.105,
1834,124,-2.94,-2.105,
1835,132,-4.94,-2.605,
1836,140,-4.44,-2.605,
1837,148,-3.94,-2.605,
1838,156,,,
1839,164,-2.94,-2.605,
1840,172,-4.94,-3.105,
1841,180,-4.44,-3.105,
1842,188,,,
1843,196,-3.44,-3.105,
1844,204,,,
1845,212,-4.94,-3.605,
1846,220,-4.44,-3.605,
1847,228,-3.94,-3.605,
1848,236,-3.44,-3.605,
1849,244,-2.94,-3.605,
1850,52,-2.44,-1.605,
1851,60,-1.94,-1.605,
1852,68,-1.44,-1.605,
1853,76,,,
1854,84,-0.44,-1.605,
1855,92,-2.44,-2.105,
1856,100,-1.94,-2.105,
1857,108,-1.44,-2.105,
1858,116,-0.94,-2.105,
1859,124,-0.44,-2.105,
1860,132,,,
1861,140,-1.94,-2.605,
1862,148,-1.44,-2.605,
1863,156,-0.94,-2.605,
1864,164,-0.44,-2.605,
1865,172,-2.44,-3.105,
1866,180,,,
1867,188,-1.44,-3.105,
1868,196,,,
1869,204,,,
1870,212,-2.44,-3.605,
1871,220,-1.94,-3.605,
1872,228,-1.44,-3.605,
1873,236,-0.94,-3.605,
1874,244,,,
2500,52,,,
2501,60,1.14,8.395,
2502,68,1.64,8.395,
2503,76,2.14,8.395,
2504,84,2.64,8.395,
2505,92,,,
2506,100,,,
2507,108,1.64,7.895,
2508,116,2.14,7.895,
2509,124,2.64,7.895,
2510,132,0.64,7.395,
2511,140,1.14,7.395,
2512,148,1.64,7.395,
2513,156,2.14,7.395,
2514,164,2.64,7.395,
2515,172,0.64,6.895,
2516,180,,,
2517,188,1.64,6.895,
2518,196,2.14,6.895,
2519,204,,,
2520,212,0.64,6.395,
2521,220,1.14,6.395,
2522,228,1.64,6.395,
2523,236,2.14,6.395,
2524,244,2.64,6.395,
2525,52,3.14,8.395,
2526,60,3.64,8.395,
2527,68,4.14,8.395,
2528,76,4.64,8.395,
2529,84,5.14,8.395,
2530,92,,,
2531,100,3.64,7.895,
2532,108,,,
2533,116,4.64,7.895,
2534,124,,,
2535,132,3.14,7.395,
2536,140,,,
2537,148,4.14,7.395,
2538,156,4.64,7.395,
2539,164,5.14,7.395,
2540,172,3.14,6.895,
2541,180,3.64,6.895,
2542,188,4.14,6.895,
2543,196,4.64,6.895,
2544,204,5.14,6.895,
2545,212,3.14,6.395,
2546,220,3.64,6.395,
2547,228,,,
2548,236,4.64,6.395,
2549,244,5.14,6.395,
2550,52,5.64,8.395,62.0237666
2551,60,6.14,8.395,61.7164743
2552,68,6.64,8.395,71.676734
2553,76,7.14,8.395,75.1451417
2554,84,7.64,8.395,79.2979798
2555,92,5.64,7.895,102.542057
2556,100,,,
2557,108,6.64,7.895,121.726316
2558,116,7.14,7.895,123.201967
2559,124,7.64,7.895,120.884215
2560,132,5.64,7.395,135.318029
2561,140,6.14,7.395,130.590115
2562,148,6.64,7.395,146.16154
2563,156,7.14,7.395,147.376891
2564,164,7.64,7.395,9.9E+40
2565,172,5.64,6.895,158.956992
2566,180,6.14,6.895,166.044277
2567,188,6.64,6.895,201.016718
2568,196,7.14,6.895,176.938717
2569,204,7.64,6.895,197.892457
2570,212,,,
2571,220,6.14,6.395,213.521692
2572,228,6.64,6.395,229.994039
2573,236,7.14,6.395,229.554817
2574,244,,,
2575,52,8.14,8.395,72.0877334
2576,60,8.64,8.395,64.7319093
2577,68,9.14,8.395,62.6834441
2578,76,9.64,8.395,86.4610502
2579,84,10.14,8.395,76.0196743
2580,92,8.14,7.895,114.368803
2581,100,8.64,7.895,94.9169555
2582,108,9.14,7.895,101.277367
2583,116,9.64,7.895,131.831544
2584,124,,,
2585,132,8.14,7.395,144.300196
2586,140,8.64,7.395,127.148883
2587,148,9.14,7.395,131.533241
2588,156,9.64,7.395,149.329358
2589,164,10.14,7.395,148.772424
2590,172,8.14,6.895,171.537999
2591,180,8.64,6.895,161.966219
2592,188,9.14,6.895,164.913836
2593,196,9.64,6.895,202.898137
2594,204,,,
2595,212,8.14,6.395,219.84004
2596,220,8.64,6.395,195.938721
2597,228,9.14,6.395,220.39112
2598,236,9.64,6.395,251.842947
2599,244,10.14,6.395,205.783098
2600,52,10.64,8.395,
2601,60,11.14,8.395,
2602,68,11.64,8.395,
2603,76,12.14,8.395,
2604,84,,,
2605,92,10.64,7.895,
2606,100,,,
2607,108,11.64,7.895,
2608,116,,,
2609,124,,,
2610,132,10.64,7.395,
2611,140,11.14,7.395,
2612,148,11.64,7.395,
2613,156,12.14,7.395,
2614,164,12.64,7.395,
2615,172,10.64,6.895,
2616,180,,,
2617,188,11.64,6.895,
2618,196,12.14,6.895,
2619,204,12.64,6.895,
2620,212,,,
2621,220,11.14,6.395,
2622,228,11.64,6.395,
2623,236,,,
2624,244,12.64,6.395,
2625,52,0.64,5.895,34.0978581
2626,60,1.14,5.895,64.7654512
2627,68,1.64,5.895,62.0947755
2628,76,2.14,5.895,88.6314158
2629,84,2.64,5.895,9.9E+40
2630,92,0.64,5.395,103.482378
2631,100,1.14,5.395,90.209711
2632,108,,,
2633,116,2.14,5.395,120.373001
2634,124,2.64,5.395,105.098346
2635,132,0.64,4.895,140.457018
2636,140,1.14,4.895,135.264947
2637,148,1.64,4.895,125.594204
2638,156,,,
2639,164,2.64,4.895,144.530695
2640,172,0.64,4.395,172.565007
2641,180,1.14,4.395,154.240148
2642,188,1.64,4.395,151.706984
2643,196,2.14,4.395,184.677556
2644,204,2.64,4.395,174.070017
2645,212,0.64,3.895,222.099928
2646,220,,,
2647,228,1.64,3.895,201.774521
2648,236,,,
2649,244,2.64,3.895,207.91686
2650,52,3.14,5.895,57.9645453
2651,60,3.64,5.895,73.816735
2652,68,4.14,5.895,64.7952985
2653,76,4.64,5.895,83.978645
2654,84,5.14,5.895,85.2765005
2655,92,3.14,5.395,95.7304396
2656,100,3.64,5.395,111.305253
2657,108,4.14,5.395,91.3980877
2658,116,4.64,5.395,118.574905
2659,124,5.14,5.395,118.992545
2660,132,3.14,4.895,128.155778
2661,140,3.64,4.895,80.1077107
2662,148,4.14,4.895,136.040604
2663,156,4.64,4.895,154.787925
2664,164,,,
2665,172,3.14,4.395,165.243577
2666,180,3.64,4.395,187.183701
2667,188,4.14,4.395,166.830612
2668,196,4.64,4.395,181.973014
2669,204,5.14,4.395,103.434841
2670,212,3.14,3.895,198.341799
2671,220,3.64,3.895,240.468872
2672,228,4.14,3.895,185.624728
2673,236,4.64,3.895,209.446759
2674,244,5.14,3.895,227.606377
2675,52,5.64,5.895,60.5276582
2676,60,6.14,5.895,63.1086124
2677,68,6.64,5.895,70.2256492
2678,76,7.14,5.895,78.3654116
2679,84,7.64,5.895,74.0041148
2680,92,,,
2681,100,6.14,5.395,96.7542827
2682,108,6.64,5.395,101.086191
2683,116,7.14,5.395,118.93
2684,124,7.64,5.395,115.509081
2685,132,5.64,4.895,127.632879
2686,140,6.14,4.895,129.655479
2687,148,6.64,4.895,140.220242
2688,156,7.14,4.895,146.057045
2689,164,,,
2690,172,5.64,4.395,161.560003
2691,180,6.14,4.395,153.54469
2692,188,6.64,4.395,162.40194
2693,196,7.14,4.395,174.527891
2694,204,7.64,4.395,183.234903
2695,212,5.64,3.895,165.758906
2696,220,6.14,3.895,194.630893
2697,228,6.64,3.895,232.722132
2698,236,7.14,3.895,212.565299
2699,244,7.64,3.895,208.557401
2700,52,8.14,5.895,68.1549342
2701,60,,,
2702,68,9.14,5.895,63.762118
2703,76,9.64,5.895,85.1893346
2704,84,10.14,5.895,75.5763678
2705,92,8.14,5.395,101.010408
2706,100,8.64,5.395,90.7610071
2707,108,9.14,5.395,92.4916663
2708,116,9.64,5.395,9.9E+40
2709,124,10.14,5.395,107.603227
2710,132,8.14,4.895,149.340502
2711,140,8.64,4.895,68.853818
2712,148,,,
2713,156,9.64,4.895,151.654887
2714,164,10.14,4.895,141.544002
2715,172,8.14,4.395,184.182021
2716,180,8.64,4.395,168.331999
2717,188,9.14,4.395,158.753687
2718,196,9.64,4.395,209.784586
2719,204,10.14,4.395,173.854596
2720,212,8.14,3.895,228.502406
2721,220,8.64,3.895,178.513551
2722,228,,,
2723,236,9.64,3.895,245.410443
2724,244,10.14,3.895,196.655047
2725,52,10.64,5.895,
2726,60,11.14,5.895,
2727,68,11.64,5.895,
2728,76,12.14,5.895,
2729,84,12.64,5.895,
2730,92,10.64,5.395,
2731,100,,,
2732,108,11.64,5.395,
2733,116,,,
2734,124,12.64,5.395,
2735,132,10.64,4.895,
2736,140,11.14,4.895,
2737,148,11.64,4.895,
2738,156,12.14,4.895,
2739,164,12.64,4.895,
2740,172,10.64,4.395,
2741,180,,,
2742,188,11.64,4.395,
2743,196,,,
2744,204,12.64,4.395,
2745,212,10.64,3.895,
2746,220,11.14,3.895,
2747,228,11.64,3.895,
2748,236,12.14,3.895,
2749,244,12.64,3.895,
2750,52,0.64,3.395,72.8380812
2751,60,1.14,3.395,57.0404547
2752,68,1.64,3.395,63.0415738
2753,76,2.14,3.395,90.0300348
2754,84,2.64,3.395,80.9412115
2755,92,0.64,2.895,93.6475248
2756,100,,,
2757,108,1.64,2.895,92.9706425
2758,116,2.14,2.895,124.301974
2759,124,2.64,2.895,103.380959
2760,132,0.64,2.395,142.476153
2761,140,1.14,2.395,116.089637
2762,148,1.64,2.395,123.119916
2763,156,2.14,2.395,9.9E+40
2764,164,2.64,2.395,130.725176
2765,172,0.64,1.895,162.451064
2766,180,1.14,1.895,153.913668
2767,188,1.64,1.895,158.376807
2768,196,2.14,1.895,185.141907
2769,204,2.64,1.895,169.801055
2770,212,0.64,1.395,197.208139
2771,220,1.14,1.395,169.418706
2772,228,1.64,1.395,166.002035
2773,236,2.14,1.395,106.001032
2774,244,2.64,1.395,190.617255
2775,52,3.14,3.395,58.7317095
2776,60,,,
2777,68,4.14,3.395,58.3888568
2778,76,4.64,3.395,68.4735988
2779,84,5.14,3.395,96.7354029
2780,92,3.14,2.895,91.0384769
2781,100,3.64,2.895,97.4716231
2782,108,4.14,2.895,87.4818002
2783,116,4.64,2.895,102.655848
2784,124,5.14,2.895,124.128965
2785,132,3.14,2.395,125.324237
2786,140,3.64,2.395,133.150275
2787,148,4.14,2.395,130.481685
2788,156,4.64,2.395,144.173968
2789,164,5.14,2.395,145.503593
2790,172,,,
2791,180,3.64,1.895,170.137449
2792,188,4.14,1.895,159.991507
2793,196,4.64,1.895,175.979072
2794,204,5.14,1.895,205.315358
2795,212,3.14,1.395,95.8252511
2796,220,3.64,1.395,214.315795
2797,228,,,
2798,236,4.64,1.395,183.121622
2799,244,5.14,1.395,232.19975
2800,52,5.64,3.395,3.96619229
2801,60,6.14,3.395,76.6522841
2802,68,6.64,3.395,73.589314
2803,76,7.14,3.395,78.4697745
2804,84,7.64,3.395,80.1406383
2805,92,5.64,2.895,89.7140937
2806,100,6.14,2.895,92.5044315
2807,108,6.64,2.895,97.7455881
2808,116,7.14,2.895,102.330645
2809,124,7.64,2.895,104.304357
2810,132,5.64,2.395,121.36178
2811,140,6.14,2.395,123.151432
2812,148,6.64,2.395,129.049619
2813,156,7.14,2.395,140.217086
2814,164,7.64,2.395,140.674488
2815,172,5.64,1.895,160.460401
2816,180,6.14,1.895,151.834531
2817,188,6.64,1.895,170.211942
2818,196,7.14,1.895,180.343541
2819,204,7.64,1.895,181.044013
2820,212,5.64,1.395,182.680406
2821,220,6.14,1.395,171.686088
2822,228,6.64,1.395,198.136518
2823,236,7.14,1.395,200.646336
2824,244,7.64,1.395,188.82612
2825,52,,,
2826,60,8.64,3.395,60.512844
2827,68,9.14,3.395,62.8193354
2828,76,9.64,3.395,79.598983
2829,84,10.14,3.395,77.0060652
2830,92,8.14,2.895,96.408659
2831,100,8.64,2.895,83.2217524
2832,108,,,
2833,116,9.64,2.895,109.432672
2834,124,10.14,2.895,104.323323
2835,132,8.14,2.395,126.958996
2836,140,8.64,2.395,126.32475
2837,148,9.14,2.395,127.306623
2838,156,9.64,2.395,141.917228
2839,164,10.14,2.395,129.141348
2840,172,8.14,1.895,172.863576
2841,180,8.64,1.895,159.875488
2842,188,9.14,1.895,157.926415
2843,196,9.64,1.895,193.616128
2844,204,,,
2845,212,8.14,1.395,218.416838
2846,220,8.64,1.395,175.565474
2847,228,9.14,1.395,184.988092
2848,236,9.64,1.395,233.410516
2849,244,10.14,1.395,195.104466
2850,52,10.64,3.395,64.3771128
2851,60,,,
2852,68,11.64,3.395,29.6347457
2853,76,,,
2854,84,12.64,3.395,74.3408224
2855,92,10.64,2.895,95.4100391
2856,100,11.14,2.895,103.173973
2857,108,11.64,2.895,86.6871569
2858,116,12.14,2.895,102.326054
2859,124,12.64,2.895,102.89937
2860,132,10.64,2.395,118.315205
2861,140,,,
2862,148,11.64,2.395,125.968671
2863,156,12.14,2.395,144.275246
2864,164,12.64,2.395,134.35895
2865,172,10.64,1.895,163.179374
2866,180,11.14,1.895,167.714874
2867,188,11.64,1.895,169.956912
2868,196,12.14,1.895,174.327869
2869,204,12.64,1.895,171.906357
2870,212,10.64,1.395,179.835832
2871,220,11.14,1.395,211.46894
2872,228,11.64,1.395,174.785337
2873,236,12.14,1.395,207.095588
2874,244,12.64,1.395,201.589837
2875,52,0.64,0.895,
2876,60,,,
2877,68,1.64,0.895,
2878,76,2.14,0.895,
2879,84,,,
2880,92,0.64,0.395,
2881,100,1.14,0.395,
2882,108,1.64,0.395,
2883,116,2.14,0.395,
2884,124,2.64,0.395,
2885,132,0.64,-0.105,
2886,140,1.14,-0.105,
2887,148,,,
2888,156,2.14,-0.105,
2889,164,2.64,-0.105,
2890,172,0.64,-0.605,
2891,180,1.14,-0.605,
2892,188,1.64,-0.605,
2893,196,,,
2894,204,2.64,-0.605,
2895,212,0.64,-1.105,
2896,220,1.14,-1.105,
2897,228,,,
2898,236,2.14,-1.105,
2899,244,2.64,-1.105,
2900,52,3.14,0.895,59.9997069
2901,60,3.64,0.895,30.1361695
2902,68,4.14,0.895,54.3907723
2903,76,4.64,0.895,9.9E+40
2904,84,5.14,0.895,9.9E+40
2905,92,3.14,0.395,84.412796
2906,100,3.64,0.395,107.383244
2907,108,,,
2908,116,4.64,0.395,105.906163
2909,124,5.14,0.395,108.066049
2910,132,,,
2911,140,3.64,-0.105,126.867431
2912,148,4.14,-0.105,115.34376
2913,156,4.64,-0.105,135.744696
2914,164,5.14,-0.105,145.458504
2915,172,3.14,-0.605,147.405318
2916,180,3.64,-0.605,173.388276
2917,188,4.14,-0.605,157.060341
