,JJ Width (top electrode),X-Coordinate,Y-Coordinate,Conductance (2W) [uS]
2106,100,,,
2107,108,-1.44,18.475,
2108,116,,,
2109,124,-0.44,18.475,
2110,132,-2.44,17.975,
2111,140,-1.94,17.975,
2112,148,-1.44,17.975,
2113,156,-0.94,17.975,
2114,164,-0.44,17.975,
2115,172,-2.44,17.475,
2116,180,,,
2117,188,-1.44,17.475,
2118,196,,,
2119,204,-0.44,17.475,
2120,212,-2.44,16.975,
2121,220,-1.94,16.975,
2122,228,-1.44,16.975,
2123,236,-0.94,16.975,
2124,244,-0.44,16.975,
2125,52,-12.44,16.475,69.5639292
2126,60,-11.94,16.475,57.3881235
2127,68,-11.44,16.475,52.9522396
2128,76,-10.94,16.475,79.7350513
2129,84,-10.44,16.475,69.522602
2130,92,-12.44,15.975,93.0149362
2131,100,,,
2132,108,-11.44,15.975,79.9156013
2133,116,-10.94,15.975,107.633623
2134,124,-10.44,15.975,94.544045
2135,132,-12.44,15.475,128.324451
2136,140,-11.94,15.475,105.080349
2137,148,-11.44,15.475,108.875314
2138,156,-10.94,15.475,9.9E+40
2139,164,-10.44,15.475,131.809319
2140,172,-12.44,14.975,4.77011441
2141,180,-11.94,14.975,147.258211
2142,188,-11.44,14.975,154.813098
2143,196,-10.94,14.975,191.650169
2144,204,-10.44,14.975,186.317307
2145,212,-12.44,14.475,215.245204
2146,220,-11.94,14.475,170.466484
2147,228,-11.44,14.475,156.58137
2148,236,-10.94,14.475,218.486151
2149,244,-10.44,14.475,190.695932
2150,52,-9.94,16.475,57.3494221
2151,60,,,
2152,68,-8.94,16.475,58.4943714
2153,76,-8.44,16.475,71.3506152
2154,84,-7.94,16.475,84.2871648
2155,92,-9.94,15.975,80.7723142
2156,100,-9.44,15.975,102.851709
2157,108,-8.94,15.975,82.6459735
2158,116,-8.44,15.975,111.718952
2159,124,-7.94,15.975,107.764694
2160,132,-9.94,15.475,117.132426
2161,140,-9.44,15.475,133.02904
2162,148,-8.94,15.475,111.546181
2163,156,-8.44,15.475,106.136126
2164,164,-7.94,15.475,139.304344
2165,172,,,
2166,180,-9.44,14.975,172.25143
2167,188,-8.94,14.975,172.160906
2168,196,-8.44,14.975,173.973293
2169,204,-7.94,14.975,186.445415
2170,212,-9.94,14.475,88.0089808
2171,220,-9.44,14.475,203.333377
2172,228,,,
2173,236,-8.44,14.475,217.027608
2174,244,-7.94,14.475,223.029544
2175,52,-7.44,16.475,3.96558876
2176,60,-6.94,16.475,53.729713
2177,68,-6.44,16.475,72.1003499
2178,76,-5.94,16.475,76.759248
2179,84,-5.44,16.475,74.1283535
2180,92,-7.44,15.975,78.8173953
2181,100,-6.94,15.975,83.9971585
2182,108,-6.44,15.975,96.8988918
2183,116,-5.94,15.975,97.0063288
2184,124,-5.44,15.975,94.4239582
2185,132,-7.44,15.475,112.106211
2186,140,-6.94,15.475,57.8760525
2187,148,-6.44,15.475,129.260243
2188,156,-5.94,15.475,125.763852
2189,164,-5.44,15.475,119.385783
2190,172,-7.44,14.975,166.960661
2191,180,-6.94,14.975,157.786489
2192,188,-6.44,14.975,173.161402
2193,196,-5.94,14.975,176.311118
2194,204,-5.44,14.975,179.274071
2195,212,-7.44,14.475,180.852064
2196,220,-6.94,14.475,178.815387
2197,228,-6.44,14.475,201.987101
2198,236,-5.94,14.475,193.219346
2199,244,-5.44,14.475,170.423589
2200,52,,,
2201,60,-4.44,16.475,56.8276126
2202,68,-3.94,16.475,59.7512998
2203,76,-3.44,16.475,92.0611519
2204,84,-2.94,16.475,76.0271209
2205,92,-4.94,15.975,102.056488
2206,100,-4.44,15.975,78.9618675
2207,108,,,
2208,116,-3.44,15.975,112.622207
2209,124,-2.94,15.975,106.698448
2210,132,-4.94,15.475,126.768996
2211,140,-4.44,15.475,108.69611
2212,148,-3.94,15.475,109.264257
2213,156,-3.44,15.475,149.346286
2214,164,-2.94,15.475,63.6697622
2215,172,-4.94,14.975,175.915435
2216,180,-4.44,14.975,169.855462
2217,188,-3.94,14.975,147.850751
2218,196,-3.44,14.975,191.816656
2219,204,,,
2220,212,-4.94,14.475,193.293422
2221,220,-4.44,14.475,201.744219
2222,228,-3.94,14.475,164.046457
2223,236,-3.44,14.475,244.623406
2224,244,-2.94,14.475,197.296386
2225,52,-2.44,16.475,62.9250886
2226,60,,,
2227,68,-1.44,16.475,60.630298
2228,76,,,
2229,84,-0.44,16.475,74.1326733
2230,92,-2.44,15.975,86.3185392
2231,100,-1.94,15.975,108.519169
2232,108,-1.44,15.975,85.1034116
2233,116,-0.94,15.975,108.556563
2234,124,-0.44,15.975,97.9980599
2235,132,-2.44,15.475,118.282464
2236,140,,,
2237,148,-1.44,15.475,109.042282
2238,156,-0.94,15.475,143.693765
2239,164,-0.44,15.475,126.981149
2240,172,-2.44,14.975,163.647782
2241,180,-1.94,14.975,179.884052
2242,188,-1.44,14.975,153.096815
2243,196,-0.94,14.975,171.852869
2244,204,-0.44,14.975,177.732295
2245,212,-2.44,14.475,174.613776
2246,220,-1.94,14.475,213.569643
2247,228,-1.44,14.475,166.548794
2248,236,-0.94,14.475,199.723125
2249,244,-0.44,14.475,202.170409
2250,52,-12.44,13.975,
2251,60,,,
2252,68,-11.44,13.975,
2253,76,-10.94,13.975,
2254,84,,,
2255,92,-12.44,13.475,
2256,100,-11.94,13.475,
2257,108,-11.44,13.475,
2258,116,-10.94,13.475,
2259,124,-10.44,13.475,
2260,132,-12.44,12.975,
2261,140,-11.94,12.975,
2262,148,,,
2263,156,-10.94,12.975,
2264,164,-10.44,12.975,
2265,172,-12.44,12.475,
2266,180,-11.94,12.475,
2267,188,-11.44,12.475,
2268,196,,,
2269,204,-10.44,12.475,
2270,212,-12.44,11.975,
2271,220,-11.94,11.975,
2272,228,,,
2273,236,-10.94,11.975,
2274,244,-10.44,11.975,
2275,52,-9.94,13.975,43.8166648
2276,60,-9.44,13.975,61.8626999
2277,68,-8.94,13.975,46.468293
2278,76,-8.44,13.975,9.9E+40
2279,84,-7.94,13.975,9.9E+40
2280,92,-9.94,13.475,88.1493337
2281,100,-9.44,13.475,104.600883
2282,108,,,
2283,116,-8.44,13.475,107.654912
2284,124,-7.94,13.475,118.704411
2285,132,,,
2286,140,-9.44,12.975,131.4116
2287,148,-8.94,12.975,120.345367
2288,156,-8.44,12.975,133.794348
2289,164,-7.94,12.975,146.186397
2290,172,-9.94,12.475,158.388401
2291,180,-9.44,12.475,162.93993
2292,188,-8.94,12.475,156.393731
2293,196,,,
2294,204,-7.94,12.475,189.311854
2295,212,-9.94,11.975,192.567614
2296,220,-9.44,11.975,213.601953
2297,228,-8.94,11.975,204.078427
2298,236,-8.44,11.975,214.619517
2299,244,-7.94,11.975,246.964054
2300,52,-7.44,13.975,45.9607536
2301,60,-6.94,13.975,50.3041782
2302,68,-6.44,13.975,58.017467
2303,76,-5.94,13.975,60.3948202
2304,84,-5.44,13.975,57.3339256
2305,92,-7.44,13.475,92.5408231
2306,100,-6.94,13.475,82.5268736
2307,108,-6.44,13.475,91.180383
2308,116,-5.94,13.475,98.1736243
2309,124,,,
2310,132,,,
2311,140,-6.94,12.975,112.16182
2312,148,-6.44,12.975,123.28558
2313,156,-5.94,12.975,120.587463
2314,164,-5.44,12.975,132.576442
2315,172,,,
2316,180,-6.94,12.475,157.642839
2317,188,-6.44,12.475,167.1364
2318,196,-5.94,12.475,148.630073
2319,204,-5.44,12.475,168.311351
2320,212,-7.44,11.975,197.174141
2321,220,-6.94,11.975,190.450605
2322,228,-6.44,11.975,218.812666
2323,236,-5.94,11.975,213.270337
2324,244,-5.44,11.975,198.832781
2325,52,-4.94,13.975,53.4868424
2326,60,-4.44,13.975,4.55458024
2327,68,-3.94,13.975,9.9E+40
2328,76,,,
2329,84,-2.94,13.975,64.7084131
2330,92,-4.94,13.475,92.5803769
2331,100,-4.44,13.475,84.1926599
2332,108,-3.94,13.475,79.9958647
2333,116,-3.44,13.475,110.677886
2334,124,,,
2335,132,-4.94,12.975,124.147412
2336,140,-4.44,12.975,101.193925
2337,148,-3.94,12.975,101.513581
2338,156,-3.44,12.975,152.962324
2339,164,-2.94,12.975,134.393586
2340,172,,,
2341,180,-4.44,12.475,141.994044
2342,188,-3.94,12.475,157.810766
2343,196,-3.44,12.475,186.901822
2344,204,-2.94,12.475,159.219704
2345,212,-4.94,11.975,240.485563
2346,220,-4.44,11.975,194.557229
2347,228,,,
2348,236,-3.44,11.975,239.76807
2349,244,-2.94,11.975,203.41259
2350,52,-2.44,13.975,55.9007735
2351,60,,,
2352,68,-1.44,13.975,54.1215885
2353,76,-0.94,13.975,71.7992849
2354,84,-0.44,13.975,71.2340671
2355,92,-2.44,13.475,94.3625371
2356,100,-1.94,13.475,96.7775371
2357,108,-1.44,13.475,92.6791691
2358,116,-0.94,13.475,105.925435
2359,124,-0.44,13.475,105.500475
2360,132,-2.44,12.975,124.890655
2361,140,-1.94,12.975,132.741742
2362,148,-1.44,12.975,120.155121
2363,156,-0.94,12.975,134.93371
2364,164,-0.44,12.975,135.005714
2365,172,-2.44,12.475,156.720396
2366,180,-1.94,12.475,171.979864
2367,188,-1.44,12.475,146.389649
2368,196,-0.94,12.475,165.508739
2369,204,-0.44,12.475,175.663996
2370,212,-2.44,11.975,192.565748
2371,220,-1.94,11.975,211.903211
2372,228,-1.44,11.975,198.483716
2373,236,-0.94,11.975,213.737733
2374,244,-0.44,11.975,212.006084
2375,52,-12.44,11.475,
2376,60,-11.94,11.475,
2377,68,-11.44,11.475,
2378,76,-10.94,11.475,
2379,84,-10.44,11.475,
2380,92,-12.44,10.975,
2381,100,-11.94,10.975,
2382,108,,,
2383,116,,,
2384,124,-10.44,10.975,
2385,132,-12.44,10.475,
2386,140,-11.94,10.475,
2387,148,-11.44,10.475,
2388,156,-10.94,10.475,
2389,164,,,
2390,172,,,
2391,180,,,
2392,188,-11.44,9.975,
2393,196,-10.94,9.975,
2394,204,-10.44,9.975,
2395,212,,,
2396,220,-11.94,9.475,
2397,228,-11.44,9.475,
2398,236,-10.94,9.475,
2399,244,-10.44,9.475,
2400,52,-9.94,11.475,47.4618707
2401,60,-9.44,11.475,62.7438498
2402,68,-8.94,11.475,49.5932591
2403,76,-8.44,11.475,64.2346165
2404,84,,,
2405,92,-9.94,10.975,79.9382168
2406,100,-9.44,10.975,93.6396089
2407,108,-8.94,10.975,9.9E+40
2408,116,-8.44,10.975,98.1297832
2409,124,-7.94,10.975,109.963016
2410,132,-9.94,10.475,127.442157
2411,140,-9.44,10.475,142.292322
2412,148,-8.94,10.475,129.510779
2413,156,-8.44,10.475,141.320424
2414,164,-7.94,10.475,157.089136
2415,172,-9.94,9.975,170.398962
2416,180,-9.44,9.975,172.291372
2417,188,-8.94,9.975,156.96763
2418,196,-8.44,9.975,167.378273
2419,204,,,
2420,212,-9.94,9.475,186.390445
2421,220,-9.44,9.475,219.854455
2422,228,-8.94,9.475,165.277393
2423,236,-8.44,9.475,209.65692
2424,244,-7.94,9.475,218.231027
2425,52,,,
2426,60,-6.94,11.475,48.2808625
2427,68,-6.44,11.475,65.6067463
2428,76,-5.94,11.475,65.8976092
2429,84,-5.44,11.475,66.5904122
2430,92,-7.44,10.975,88.1032473
2431,100,-6.94,10.975,83.0473668
2432,108,-6.44,10.975,96.0713809
2433,116,-5.94,10.975,104.271512
2434,124,-5.44,10.975,107.635647
2435,132,-7.44,10.475,126.112419
2436,140,-6.94,10.475,119.46127
2437,148,-6.44,10.475,134.422896
2438,156,-5.94,10.475,147.292688
2439,164,-5.44,10.475,144.660419
2440,172,-7.44,9.975,146.586585
2441,180,-6.94,9.975,161.194345
2442,188,-6.44,9.975,172.214683
2443,196,-5.94,9.975,167.752906
2444,204,-5.44,9.975,164.280012
2445,212,-7.44,9.475,180.498241
2446,220,-6.94,9.475,181.626086
2447,228,-6.44,9.475,227.436062
2448,236,-5.94,9.475,178.710734
2449,244,-5.44,9.475,205.302097
2450,52,-4.94,11.475,
2451,60,-4.44,11.475,
2452,68,-3.94,11.475,
2453,76,-3.44,11.475,
2454,84,-2.94,11.475,
2455,92,-4.94,10.975,
2456,100,,,
2457,108,-3.94,10.975,
2458,116,-3.44,10.975,
2459,124,-2.94,10.975,
2460,132,-4.94,10.475,
2461,140,-4.44,10.475,
2462,148,-3.94,10.475,
2463,156,,,
2464,164,-2.94,10.475,
2465,172,-4.94,9.975,
2466,180,-4.44,9.975,
2467,188,,,
2468,196,-3.44,9.975,
2469,204,,,
2470,212,-4.94,9.475,
2471,220,-4.44,9.475,
2472,228,-3.94,9.475,
2473,236,-3.44,9.475,
2474,244,-2.94,9.475,
2475,52,-2.44,11.475,
2476,60,-1.94,11.475,
2477,68,-1.44,11.475,
2478,76,,,
2479,84,-0.44,11.475,
2480,92,-2.44,10.975,
2481,100,-1.94,10.975,
2482,108,-1.44,10.975,
2483,116,-0.94,10.975,
2484,124,-0.44,10.975,
2485,132,,,
2486,140,-1.94,10.475,
2487,148,-1.44,10.475,
2488,156,-0.94,10.475,
2489,164,-0.44,10.475,
2490,172,-2.44,9.975,
2491,180,,,
2492,188,-1.44,9.975,
2493,196,,,
2494,204,,,
2495,212,-2.44,9.475,
2496,220,-1.94,9.475,
2497,228,-1.44,9.475,
2498,236,-0.94,9.475,
2499,244,,,
3125,52,,,
3126,60,1.14,21.475,
3127,68,1.64,21.475,
3128,76,2.14,21.475,
3129,84,2.64,21.475,
3130,92,,,
3131,100,,,
3132,108,1.64,20.975,
3133,116,2.14,20.975,
3134,124,2.64,20.975,
3135,132,0.64,20.475,
3136,140,1.14,20.475,
3137,148,1.64,20.475,
3138,156,2.14,20.475,
3139,164,2.64,20.475,
3140,172,0.64,19.975,
3141,180,,,
3142,188,1.64,19.975,
3143,196,2.14,19.975,
3144,204,,,
3145,212,0.64,19.475,
3146,220,1.14,19.475,
3147,228,1.64,19.475,
3148,236,2.14,19.475,
3149,244,2.64,19.475,
3150,52,3.14,21.475,
3151,60,3.64,21.475,
3152,68,4.14,21.475,
3153,76,4.64,21.475,
3154,84,5.14,21.475,
3155,92,,,
3156,100,3.64,20.975,
3157,108,,,
3158,116,4.64,20.975,
3159,124,,,
3160,132,3.14,20.475,
3161,140,,,
3162,148,4.14,20.475,
3163,156,4.64,20.475,
3164,164,5.14,20.475,
3165,172,3.14,19.975,
3166,180,3.64,19.975,
3167,188,4.14,19.975,
3168,196,4.64,19.975,
3169,204,5.14,19.975,
3170,212,3.14,19.475,
3171,220,3.64,19.475,
3172,228,,,
3173,236,4.64,19.475,
3174,244,5.14,19.475,
3175,52,5.64,21.475,57.5875377
3176,60,6.14,21.475,57.9590597
3177,68,6.64,21.475,63.3457758
3178,76,7.14,21.475,72.8966468
3179,84,7.64,21.475,71.2418787
3180,92,5.64,20.975,98.0647488
3181,100,,,
3182,108,6.64,20.975,114.400814
3183,116,7.14,20.975,113.397948
3184,124,7.64,20.975,109.38297
3185,132,5.64,20.475,59.0402484
3186,140,6.14,20.475,114.953937
3187,148,6.64,20.475,128.520239
3188,156,7.14,20.475,136.909419
3189,164,7.64,20.475,9.9E+40
3190,172,5.64,19.975,147.621052
3191,180,6.14,19.975,159.323441
3192,188,6.64,19.975,176.60208
3193,196,7.14,19.975,76.2825447
3194,204,7.64,19.975,167.528599
3195,212,,,
3196,220,6.14,19.475,193.61761
3197,228,6.64,19.475,213.895926
3198,236,7.14,19.475,205.149992
3199,244,,,
3200,52,8.14,21.475,61.8424588
3201,60,8.64,21.475,29.4784234
3202,68,9.14,21.475,59.7286133
3203,76,9.64,21.475,82.5006844
3204,84,10.14,21.475,71.9580291
3205,92,8.14,20.975,108.096023
3206,100,8.64,20.975,95.4296258
3207,108,9.14,20.975,93.6626052
3208,116,9.64,20.975,59.7727881
3209,124,,,
3210,132,8.14,20.475,136.080847
3211,140,8.64,20.475,115.301848
3212,148,9.14,20.475,122.454174
3213,156,9.64,20.475,142.078161
3214,164,10.14,20.475,140.112056
3215,172,8.14,19.975,165.621056
3216,180,8.64,19.975,150.808613
3217,188,9.14,19.975,165.306425
3218,196,9.64,19.975,186.732005
3219,204,,,
3220,212,8.14,19.475,219.83728
3221,220,8.64,19.475,204.04949
3222,228,9.14,19.475,188.84202
3223,236,9.64,19.475,234.764295
3224,244,10.14,19.475,212.253783
3225,52,10.64,21.475,
3226,60,11.14,21.475,
3227,68,11.64,21.475,
3228,76,12.14,21.475,
3229,84,,,
3230,92,10.64,20.975,
3231,100,,,
3232,108,11.64,20.975,
3233,116,,,
3234,124,,,
3235,132,10.64,20.475,
3236,140,11.14,20.475,
3237,148,11.64,20.475,
3238,156,12.14,20.475,
3239,164,12.64,20.475,
3240,172,10.64,19.975,
3241,180,,,
3242,188,11.64,19.975,
3243,196,12.14,19.975,
3244,204,12.64,19.975,
3245,212,,,
3246,220,11.14,19.475,
3247,228,11.64,19.475,
3248,236,,,
3249,244,12.64,19.475,
3250,52,0.64,18.975,65.9566491
3251,60,1.14,18.975,52.9473307
3252,68,1.64,18.975,59.8765205
3253,76,2.14,18.975,81.5239615
3254,84,2.64,18.975,9.9E+40
3255,92,0.64,18.475,93.9538771
3256,100,1.14,18.475,78.1992982
3257,108,,,
3258,116,2.14,18.475,115.3977
3259,124,2.64,18.475,94.914875
3260,132,0.64,17.975,143.090622
3261,140,1.14,17.975,124.141299
3262,148,1.64,17.975,131.268494
3263,156,,,
3264,164,2.64,17.975,144.554606
3265,172,0.64,17.475,164.64094
3266,180,1.14,17.475,154.348864
3267,188,1.64,17.475,151.524187
3268,196,2.14,17.475,184.069841
3269,204,2.64,17.475,84.8269775
3270,212,0.64,16.975,204.265353
3271,220,,,
3272,228,1.64,16.975,183.728043
3273,236,,,
3274,244,2.64,16.975,182.782036
3275,52,3.14,18.975,52.9872
3276,60,3.64,18.975,67.809807
3277,68,4.14,18.975,52.8004828
3278,76,4.64,18.975,69.9707828
3279,84,5.14,18.975,81.8911064
3280,92,3.14,18.475,89.4316877
3281,100,3.64,18.475,51.534051
3282,108,4.14,18.475,82.4232176
3283,116,4.64,18.475,100.162427
3284,124,5.14,18.475,109.992681
3285,132,3.14,17.975,125.14304
3286,140,3.64,17.975,145.991482
3287,148,4.14,17.975,132.414152
3288,156,4.64,17.975,145.971539
3289,164,,,
3290,172,3.14,17.475,147.830888
3291,180,3.64,17.475,165.7922
3292,188,4.14,17.475,144.899298
3293,196,4.64,17.475,169.825535
3294,204,5.14,17.475,182.584103
3295,212,3.14,16.975,169.830924
3296,220,3.64,16.975,208.191438
3297,228,4.14,16.975,165.929388
3298,236,4.64,16.975,198.502294
3299,244,5.14,16.975,223.321802
3300,52,5.64,18.975,56.0089036
3301,60,6.14,18.975,3.96592335
3302,68,6.64,18.975,67.5343662
3303,76,7.14,18.975,69.5675232
3304,84,7.64,18.975,73.1855494
3305,92,,,
3306,100,6.14,18.475,92.120113
3307,108,6.64,18.475,94.4716329
3308,116,7.14,18.475,96.5408104
3309,124,7.64,18.475,99.651426
3310,132,5.64,17.975,130.331149
3311,140,6.14,17.975,129.450131
3312,148,6.64,17.975,137.359721
3313,156,7.14,17.975,75.8320438
3314,164,,,
3315,172,5.64,17.475,164.669426
3316,180,6.14,17.475,87.7979406
3317,188,6.64,17.475,162.758782
3318,196,7.14,17.475,162.583039
3319,204,7.64,17.475,170.188214
3320,212,5.64,16.975,174.399344
3321,220,6.14,16.975,194.278996
3322,228,6.64,16.975,198.700646
3323,236,7.14,16.975,189.024832
3324,244,7.64,16.975,207.324885
3325,52,8.14,18.975,68.1449303
3326,60,,,
3327,68,9.14,18.975,60.3967559
3328,76,9.64,18.975,45.4205112
3329,84,10.14,18.975,77.6600504
3330,92,8.14,18.475,98.396212
3331,100,8.64,18.475,84.7603849
3332,108,9.14,18.475,89.4991975
3333,116,9.64,18.475,9.9E+40
3334,124,10.14,18.475,94.8378916
3335,132,8.14,17.975,149.815969
3336,140,8.64,17.975,126.946973
3337,148,,,
3338,156,9.64,17.975,173.413256
3339,164,10.14,17.975,147.326142
3340,172,8.14,17.475,167.758608
3341,180,8.64,17.475,150.421463
3342,188,9.14,17.475,169.214016
3343,196,9.64,17.475,183.18185
3344,204,10.14,17.475,159.578316
3345,212,8.14,16.975,209.16606
3346,220,8.64,16.975,156.743715
3347,228,,,
3348,236,9.64,16.975,213.524989
3349,244,10.14,16.975,190.684228
3350,52,10.64,18.975,
3351,60,11.14,18.975,
3352,68,11.64,18.975,
3353,76,12.14,18.975,
3354,84,12.64,18.975,
3355,92,10.64,18.475,
3356,100,,,
3357,108,11.64,18.475,
3358,116,,,
3359,124,12.64,18.475,
3360,132,10.64,17.975,
3361,140,11.14,17.975,
3362,148,11.64,17.975,
3363,156,12.14,17.975,
3364,164,12.64,17.975,
3365,172,10.64,17.475,
3366,180,,,
3367,188,11.64,17.475,
3368,196,,,
3369,204,12.64,17.475,
3370,212,10.64,16.975,
3371,220,11.14,16.975,
3372,228,11.64,16.975,
3373,236,12.14,16.975,
3374,244,12.64,16.975,
3375,52,0.64,16.475,70.796724
3376,60,1.14,16.475,62.4648864
3377,68,1.64,16.475,57.7564188
3378,76,2.14,16.475,47.4531279
3379,84,2.64,16.475,78.3390913
3380,92,0.64,15.975,100.038713
3381,100,,,
3382,108,1.64,15.975,91.4369518
3383,116,2.14,15.975,109.213796
3384,124,2.64,15.975,95.3787565
3385,132,0.64,15.475,132.293903
3386,140,1.14,15.475,111.290227
3387,148,1.64,15.475,123.942222
3388,156,2.14,15.475,9.9E+40
3389,164,2.64,15.475,134.251938
3390,172,0.64,14.975,172.872002
3391,180,1.14,14.975,164.135105
3392,188,1.64,14.975,166.601336
3393,196,2.14,14.975,206.96366
3394,204,2.64,14.975,187.448384
3395,212,0.64,14.475,206.739693
3396,220,1.14,14.475,174.736214
3397,228,1.64,14.475,173.518384
3398,236,2.14,14.475,232.884108
3399,244,2.64,14.475,201.052747
3400,52,3.14,16.475,63.4746351
3401,60,,,
3402,68,4.14,16.475,63.8136042
3403,76,4.64,16.475,78.5620109
3404,84,5.14,16.475,91.345113
3405,92,3.14,15.975,91.1435782
3406,100,3.64,15.975,102.722083
3407,108,4.14,15.975,86.6786954
3408,116,4.64,15.975,110.772625
3409,124,5.14,15.975,113.320508
3410,132,3.14,15.475,125.282856
3411,140,3.64,15.475,126.714095
3412,148,4.14,15.475,116.158073
3413,156,4.64,15.475,129.176448
3414,164,5.14,15.475,152.542207
3415,172,,,
3416,180,3.64,14.975,170.775764
3417,188,4.14,14.975,165.086541
3418,196,4.64,14.975,183.899017
3419,204,5.14,14.975,218.411738
3420,212,3.14,14.475,179.991793
3421,220,3.64,14.475,219.605275
3422,228,,,
3423,236,4.64,14.475,193.722864
3424,244,5.14,14.475,237.207427
3425,52,5.64,16.475,3.96547027
3426,60,6.14,16.475,63.9267471
3427,68,6.64,16.475,73.8443443
3428,76,7.14,16.475,78.3530572
3429,84,7.64,16.475,79.7829365
3430,92,5.64,15.975,84.1600464
3431,100,6.14,15.975,84.9037247
3432,108,6.64,15.975,95.8047035
3433,116,7.14,15.975,100.461107
3434,124,7.64,15.975,107.089967
3435,132,5.64,15.475,121.633726
3436,140,6.14,15.475,115.557876
3437,148,6.64,15.475,127.297777
3438,156,7.14,15.475,141.12791
3439,164,7.64,15.475,143.536838
3440,172,5.64,14.975,174.782645
3441,180,6.14,14.975,168.528465
3442,188,6.64,14.975,177.921377
3443,196,7.14,14.975,193.456232
3444,204,7.64,14.975,181.481213
3445,212,5.64,14.475,170.873751
3446,220,6.14,14.475,177.56345
3447,228,6.64,14.475,224.307129
3448,236,7.14,14.475,203.009989
3449,244,7.64,14.475,187.837754
3450,52,,,
3451,60,8.64,16.475,60.6709053
3452,68,9.14,16.475,67.3956103
3453,76,9.64,16.475,95.2963618
3454,84,10.14,16.475,80.5216841
3455,92,8.14,15.975,97.16392
3456,100,8.64,15.975,77.5704169
3457,108,,,
3458,116,9.64,15.975,112.746293
3459,124,10.14,15.975,103.887098
3460,132,8.14,15.475,131.502681
3461,140,8.64,15.475,107.278437
3462,148,9.14,15.475,118.408105
3463,156,9.64,15.475,153.021709
3464,164,10.14,15.475,125.872798
3465,172,8.14,14.975,178.313767
3466,180,8.64,14.975,155.492622
3467,188,9.14,14.975,183.436003
3468,196,9.64,14.975,105.956513
3469,204,,,
3470,212,8.14,14.475,223.483114
3471,220,8.64,14.475,179.588022
3472,228,9.14,14.475,191.866603
3473,236,9.64,14.475,234.922069
3474,244,10.14,14.475,197.703759
3475,52,10.64,16.475,71.217175
3476,60,,,
3477,68,11.64,16.475,64.232723
3478,76,,,
3479,84,12.64,16.475,76.9049924
3480,92,10.64,15.975,91.6384032
3481,100,11.14,15.975,94.7191251
3482,108,11.64,15.975,81.0085327
3483,116,12.14,15.975,104.167852
3484,124,12.64,15.975,89.8766535
3485,132,10.64,15.475,121.243425
3486,140,,,
3487,148,11.64,15.475,109.384588
3488,156,12.14,15.475,68.3196833
3489,164,12.64,15.475,121.723089
3490,172,10.64,14.975,172.009553
3491,180,11.14,14.975,179.800873
3492,188,11.64,14.975,168.627267
3493,196,12.14,14.975,174.939926
3494,204,12.64,14.975,174.857752
3495,212,10.64,14.475,101.776553
3496,220,11.14,14.475,217.419626
3497,228,11.64,14.475,175.784951
3498,236,12.14,14.475,210.830736
3499,244,12.64,14.475,206.361386
3500,52,0.64,13.975,
3501,60,,,
3502,68,1.64,13.975,
3503,76,2.14,13.975,
3504,84,,,
3505,92,0.64,13.475,
3506,100,1.14,13.475,
3507,108,1.64,13.475,
